id,category,sub_category,material,color,occasion,brand,title,,fit,sleeve_length,neck,waist_rise,closure,print_or_pattern_type,shape,length,collar,preprocessed_product_details
100137,men,tshirts,cotton,black,"Everyday wear, Casual outings",greylongg,men snoopy typography printed round neck tshirt,,regular fit,,round neck,,,,,regular,,pink black tshirt men typography regular length round neck short sleeves knitted
100138,men,tshirts,cotton,black,"Everyday wear, Casual outings",greylongg,men solid round neck tshirt,,regular fit,,round neck,,,,,regular,,black white tshirt men solid regular length round neck short sleeves knitted
100139,men,tshirts,cotton,white,"Everyday wear, Casual outings",greylongg,men solid round neck tshirt,,regular fit,,round neck,,,,,regular,,beige yellow white tshirt men solid regular length round neck short sleeves knitted
100140,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men solid round neck tshirt,,regular fit,,round neck,,,,,longline,,green tshirt men solid longline length round neck short sleeves knitted
100141,men,tshirts,cotton,beige,"Everyday wear, Casual outings",greylongg,men sports tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men sports solid regular length round neck short raglan sleeves knitted polyester fabric
100142,men,tshirts,cotton,beige,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men solid short length round neck short polyester fabric
100143,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men solid short length round neck short polyester fabric
100144,men,tshirts,cotton,white,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,white tshirt men solid short length round neck short polyester fabric
100145,men,tshirts,cotton,beige,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men solid short length round neck short polyester fabric
100146,men,tshirts,cotton,beige,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men humour comic solid regular length round neck short regular sleeves knitted polyester fabric
100147,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men solid short length round neck short polyester fabric
100148,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men solid short length round neck short polyester fabric
100149,men,tshirts,cotton,black,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,black tshirt men solid short length round neck short polyester fabric
100150,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men solid regular length round neck short raglan sleeves knitted polyester fabric
100151,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men solid short length round neck short polyester fabric
100152,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men typography applique tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men typography solid regular length round neck short raglan sleeves knitted polyester fabric
100153,men,tshirts,cotton,black,"Everyday wear, Casual outings",greylongg,men typography applique tshirt,,regular fit,,round neck,,,,,regular,,black tshirt men typography solid regular length round neck short raglan sleeves knitted polyester fabric
100154,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men typography pockets tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men typography solid regular length round neck short raglan sleeves knitted polyester fabric
100155,men,tshirts,cotton,beige,"Everyday wear, Casual outings",greylongg,men typography printed applique tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men typography typography slogan printed regular length round neck short raglan sleeves knitted polyester fabric
100156,men,tshirts,cotton,black,"Everyday wear, Casual outings",greylongg,men typography printed regular fit tshirt,,regular fit,,round neck,,,,,regular,,black tshirt men graphics printed regular length round neck short raglan sleeves knitted polyester fabric
100157,men,tshirts,polyester,green,"Everyday wear, Casual outings",greylongg,men typography printed round neck tshirt,,regular fit,,round neck,,,,,regular,,green black tshirt men typography regular length round neck short sleeves knitted
100158,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men typography printed round neck tshirt,,regular fit,,round neck,,,,,regular,,green brown white tshirt men typography regular length round neck short sleeves knitted
100159,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men typography regular fit tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men typography solid regular length round neck short raglan sleeves knitted polyester fabric
100160,men,tshirts,cotton,beige,"Everyday wear, Casual outings",greylongg,men typography tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men typography solid regular length round neck short regular sleeves knitted polyester fabric
100161,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,men typography tshirt,,regular fit,,round neck,,,,,regular,,green tshirt men typography solid regular length round neck short regular sleeves knitted polyester fabric
100162,men,tshirts,cotton,white,"Everyday wear, Casual outings",greylongg,men typography tshirt,,regular fit,,round neck,,,,,regular,,white tshirt men typography solid regular length round neck short raglan sleeves knitted polyester fabric
100163,men,tshirts,cotton,yellow,"Everyday wear, Casual outings",greylongg,polo collar regular tshirt,,regular fit,,polo collar,,,,,regular,,yellow tshirt men solid regular length polo collar short regular sleeves knitted polyester fabric
100164,men,tshirts,polyester,orange,"Everyday wear, Casual outings",greylongg,polo collar tshirt,,regular fit,,polo collar,,zip,,,regular,,orange tshirt men solid regular length polo collar shortregular sleeves zip closure knitted polyester fabric
100165,men,tshirts,cotton,black,"Everyday wear, Casual outings",greylongg,printed polo collar tshirt,,regular fit,,polo collar,,,,,regular,,rust black tshirt men geometric printed regular length polo collar short regular sleeves knitted polyester fabric
100166,men,tshirts,cotton,white,"Everyday wear, Casual outings",greylongg,round neck short sleeves regular tshirt,,regular fit,,round neck,,,,,regular,,white tshirt men solid regular length round neck short regular sleeves knitted polyester fabric
100167,men,tshirts,cotton,beige,"Everyday wear, Casual outings",greylongg,round neck short sleeves tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men solid regular length round neck short regular sleeves cotton fabric
100168,men,tshirts,cotton,purple,"Everyday wear, Casual outings",greylongg,round neck tshirt,,regular fit,,round neck,,,,,regular,,purple tshirt men solid regular length round neck short regular sleeves knitted cotton fabric
100169,men,tshirts,polyester,beige,"Everyday wear, Casual outings",greylongg,round neck tshirt,,regular fit,,round neck,,,,,regular,,beige tshirt men solid regular length round neck short regular sleeves knitted polyester fabric
100170,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,typography printed short sleeves casual tshirt,,regular fit,,round neck,,,,,regular,,green white tshirt men typography printed regular length round neck short regular sleeves knitted polyester fabric
100171,men,tshirts,cotton,green,"Everyday wear, Casual outings",greylongg,typography printed short sleeves casual tshirt,,regular fit,,round neck,,,,,regular,,green whiteblack tshirt men typography printed regular length round neck short regular sleeves knitted polyester fabric
100172,men,tshirts,polyester,grey,"Everyday wear, Casual outings",hrx by hrithik roshan,antimicrobial rapiddry yoga tshirt,,regular fit,,round neck,,,,,regular,,grey tshirt men graphic solid regular length round neck short regular sleeves knitted polyester fabric
100173,men,tshirts,cotton,black,"Everyday wear, Casual outings",hrx by hrithik roshan,brand logo  typography printed training tshirt,,regular fit,,round neck,,,,,regular,,black orange grey training tshirt men brand logo ypography printed regular length round neck short regular sleeves knitted cotton fabric
100174,men,tshirts,polyester,brown,"Everyday wear, Casual outings",hrx by hrithik roshan,brand logo rapiddry training tshirt,,regular fit,,round neck,,,,,regular,,brown training tshirt men brand logo printed regular length round neck short regular sleeves knitted polyester fabric
100175,men,tshirts,polyester,,"Everyday wear, Casual outings",hrx by hrithik roshan,graphic printed rapiddry antimicrobial training sports tshirt,,regular fit,,round neck,,,,,regular,,rapiddry antimicrobial
100176,men,tshirts,polyester,black,"Everyday wear, Casual outings",hrx by hrithik roshan,geometric printed rapiddry antimicrobial training tshirt,,regular fit,,round neck,,,,,regular,,black rapiddry antimicrobial tshirt men geometric printed regular length round neck short regular sleeves knitted polyester fabric
100177,men,tshirts,polyester,green,"Everyday wear, Casual outings",hrx by hrithik roshan,men black  olive green rapid dry tshirt,,regular fit,,round neck,,,,,regular,,black olive green tshirt men solid regular length round neck short raglan sleeves woven polyester fabric
100178,men,tshirts,polyester,black,"Everyday wear, Casual outings",hrx by hrithik roshan,men black advanced rapid dry tshirt,,regular fit,,round neck,,,,,regular,,advanced rapid dry technology processed yarn level wicks sweat dries fast n antiodor technology prevents growth of odorcausing microbes keeping you fresh hygienic day regular fit follows shape of your body added room comfort reflective logos sleeve print greater visibility lowlight
100179,men,tshirts,polyester,black,"Everyday wear, Casual outings",hrx by hrithik roshan,men black raglan sleeved tshirt,,regular fit,,round neck,,,,,regular,,active tshirt your daily workouts raglan sleeves help unrestricted arm shoulder movement style round neck sleeve short sleeves colour black print solid fit regular
100180,men,tshirts,polyster,black,"Everyday wear, Casual outings",hrx by hrithik roshan,men black tshirt,,regular fit,,round neck,,,,,regular,,black tshirt men solid regular length round neck short regular sleeves knitted polyester fabric
100181,men,tshirts,cotton,black,"Everyday wear, Casual outings",hrx by hrithik roshan,men black typography printed cotton tshirt,,regular fit,,round neck,,,,,regular,,black offwhite printed tshirt has round neck short sleeves
100182,men,tshirts,polyester,blue,"Everyday wear, Casual outings",hrx by hrithik roshan,men brand logo printed rapiddry training tshirt,,regular fit,,round neck,,,,,regular,,teal blue tshirt men brand logo printed rapiddry technology reflective detail regular length round neck short regular sleeves knitted polyester fabric
100183,men,tshirts,polyester,black,"Everyday wear, Casual outings",hrx by hrithik roshan,men colourblocked round neck tshirt,,regular fit,,round neck,,,,,regular,,black white tshirt men colourblocked regular length round neck short sleeves knitted
100184,men,tshirts,cotton,grey,"Everyday wear, Casual outings",hrx by hrithik roshan,men lifestyle polo collar tshirt,,regular fit,,polo collar,,button,,,regular,,grey melange tshirt men solid regular length polo collar short regular sleeves knitted cotton fabric button closure
